date	hydro_year	NDVI	LAI_MODIS	LAI_grass	LAI_tree	fg_grass	fg_tree	FaPAR
2011-10-01	2012	0.4027314175243062	1.3144671944795827	0.5620360863131505	0.8929401297447198	0.20909445692466422	0.9	0.4354693414716707
2011-10-02	2012	0.4027314175243062	1.3144671944795827	0.5620360863131505	0.8929401297447198	0.20909445692466422	0.9	0.4354693414716707
2011-10-03	2012	0.4027314175243062	1.3144671944795827	0.5620360863131505	0.8929401297447198	0.20909445692466422	0.9	0.4354693414716707
2011-10-04	2012	0.4027314175243062	1.3144671944795827	0.5620360863131505	0.8929401297447198	0.20909445692466422	0.9	0.4354693414716707
2011-10-05	2012	0.4027314175243062	1.303791126116078	0.5478013284951442	0.8929401297447198	0.20909445692466422	0.9	0.43458135935655334
2011-10-06	2012	0.4027314175243062	1.2931150577525732	0.5335665706771379	0.8929401297447198	0.20909445692466422	0.9	0.43369337724143603
2011-10-07	2012	0.4027314175243062	1.2824389893890684	0.5193318128591314	0.8929401297447198	0.20909445692466422	0.9	0.43280539512631866
2011-10-08	2012	0.4027314175243062	1.2717629210255637	0.5050970550411251	0.8929401297447198	0.20909445692466422	0.9	0.4319174130112013
2011-10-09	2012	0.4027314175243062	1.263181771261042	0.49365552202176294	0.8929401297447198	0.20909445692466422	0.9	0.4313247906910016
2011-10-10	2012	0.4027314175243062	1.2546006214965202	0.4822139890024005	0.8929401297447198	0.20909445692466422	0.9	0.43073216837080186
2011-10-11	2012	0.4027314175243062	1.2460194717319983	0.470772455983038	0.8929401297447198	0.20909445692466422	0.9	0.4301395460506021
2011-10-12	2012	0.4027314175243062	1.2374383219674767	0.4593309229636759	0.8929401297447198	0.20909445692466422	0.9	0.42954692373040243
2011-10-13	2012	0.4027314175243062	1.230952090801938	0.4506826147429576	0.8929401297447198	0.20909445692466422	0.9	0.42924966120512037
2011-10-14	2012	0.4027314175243062	1.2244658596363993	0.44203430652223935	0.8929401297447198	0.20909445692466422	0.9	0.4289523986798383
2011-10-15	2012	0.4027314175243062	1.2179796284708606	0.4333859983015211	0.8929401297447198	0.20909445692466422	0.9	0.42865513615455625
2011-10-16	2012	0.4027314175243062	1.211493397305322	0.4247376900808028	0.8929401297447198	0.20909445692466422	0.9	0.4283578736292742
2011-10-17	2012	0.405198372835119	1.2071020847387661	0.4188826066587284	0.8929401297447198	0.22291428994208853	0.9	0.42835597089890975
2011-10-18	2012	0.4076653281459318	1.2027107721722103	0.41302752323665404	0.8929401297447198	0.23673412295951285	0.9	0.4283540681685454
2011-10-19	2012	0.41013228345674463	1.1983194596056548	0.40717243981457996	0.8929401297447198	0.2505539559769372	0.9	0.42835216543818094
2011-10-20	2012	0.41259923876755744	1.193928147039099	0.4013173563925056	0.8929401297447198	0.2643737889943615	0.9	0.4283502627078165
2011-10-21	2012	0.41506619407837025	1.1927799500553127	0.3997864270807905	0.8929401297447198	0.2781936220117858	0.9	0.42864371977236976
2011-10-22	2012	0.41753314938918307	1.1916317530715264	0.3982554977690754	0.8929401297447198	0.29201345502921017	0.9	0.428937176836923
2011-10-23	2012	0.4200001046999959	1.19048355608774	0.3967245684573603	0.8929401297447198	0.30583328804663445	0.9	0.4292306339014762
2011-10-24	2012	0.4224670600108087	1.1893353591039537	0.3951936391456452	0.8929401297447198	0.3196531210640588	0.9	0.42952409096602945
2011-10-25	2012	0.42493401532162145	1.1881871621201674	0.3936627098339301	0.8929401297447198	0.3334729540814828	0.9	0.4301129078255003
2011-10-26	2012	0.42740097063243426	1.187038965136381	0.39213178052221503	0.8929401297447198	0.3472927870989071	0.9	0.4307017246849712
2011-10-27	2012	0.4298679259432471	1.1858907681525948	0.3906008512104999	0.8929401297447198	0.36111262011633144	0.9	0.4312905415444421
2011-10-28	2012	0.4323348812540599	1.1847425711688084	0.3890699218987848	0.8929401297447198	0.3749324531337558	0.9	0.43187935840391295
2011-10-29	2012	0.4348018365648727	1.184541095800219	0.38880128807399883	0.8929401297447198	0.38875228615118007	0.9	0.4329642923044052
2011-10-30	2012	0.4372687918756855	1.1843396204316292	0.3885326542492125	0.8929401297447198	0.4025721191686044	0.9	0.4340492262048974
2011-10-31	2012	0.4397357471864983	1.1841381450630397	0.38826402042442654	0.8929401297447198	0.4163919521860287	0.9	0.43513416010538963
2011-11-01	2012	0.44220270249731114	1.18393666969445	0.3879953865996402	0.8929401297447198	0.43021178520345305	0.9	0.4362190940058819
2011-11-02	2012	0.4442974597731132	1.1886830787819633	0.39432393204965804	0.8929401297447198	0.441946572468035	0.9	0.43699764104887356
2011-11-03	2012	0.44639221704891524	1.1934294878694764	0.40065247749967553	0.8929401297447198	0.453681359732617	0.9	0.43777618809186525
2011-11-04	2012	0.44848697432471724	1.1981758969569898	0.4069810229496933	0.8929401297447198	0.4654161469971986	0.9	0.438554735134857
2011-11-05	2012	0.4505817316005193	1.2029223060445031	0.41330956839971106	0.8929401297447198	0.4771509342617805	0.9	0.43933328217784867
2011-11-06	2012	0.45267648887632134	1.1961261856486656	0.40424807453859435	0.8929401297447198	0.4888857215263625	0.9	0.44026258239290816
2011-11-07	2012	0.4547712461521234	1.189330065252828	0.39518658067747764	0.8929401297447198	0.5006205087909444	0.9	0.4411918826079676
2011-11-08	2012	0.45686600342792544	1.1825339448569907	0.3861250868163612	0.8929401297447198	0.5123552960555264	0.9	0.4421211828230271
2011-11-09	2012	0.4589607607037275	1.1757378244611532	0.37706359295524444	0.8929401297447198	0.5240900833201083	0.9	0.4430504830380866
