date	hydro_year	NDVI	LAI_MODIS	LAI_grass	LAI_tree	fg_grass	fg_tree
2015-10-01	2016	0.5793681691834104	0.3367025821994415	0.13157894736842105	0.31672232849268295	0.720862485720705	0.9
2015-10-02	2016	0.5793681691834104	0.3367025821994415	0.13157894736842105	0.31672232849268295	0.720862485720705	0.9
2015-10-03	2016	0.5793681691834104	0.3367025821994415	0.13157894736842105	0.31672232849268295	0.720862485720705	0.9
2015-10-04	2016	0.5793681691834104	0.3367025821994415	0.13157894736842105	0.31672232849268295	0.720862485720705	0.9
2015-10-05	2016	0.5793681691834104	0.335004666079369	0.13157894736842105	0.31672232849268295	0.720862485720705	0.9
2015-10-06	2016	0.5793681691834104	0.33330674995929654	0.13157894736842105	0.31672232849268295	0.720862485720705	0.9
2015-10-07	2016	0.5793681691834104	0.33160883383922407	0.13157894736842105	0.31672232849268295	0.720862485720705	0.9
2015-10-08	2016	0.5793681691834104	0.3299109177191516	0.13157894736842105	0.31672232849268295	0.720862485720705	0.9
2015-10-09	2016	0.5793681691834104	0.33036798851816196	0.13157894736842105	0.31672232849268295	0.720862485720705	0.9
2015-10-10	2016	0.5793681691834104	0.3308250593171724	0.13157894736842105	0.31672232849268295	0.720862485720705	0.9
2015-10-11	2016	0.5793681691834104	0.3312821301161828	0.13157894736842105	0.31672232849268295	0.720862485720705	0.9
2015-10-12	2016	0.5793681691834104	0.33173920091519316	0.13157894736842105	0.31672232849268295	0.720862485720705	0.9
2015-10-13	2016	0.5793681691834104	0.3343512586332864	0.13157894736842105	0.31672232849268295	0.720862485720705	0.9
2015-10-14	2016	0.5793681691834104	0.33696331635137966	0.13157894736842105	0.31672232849268295	0.720862485720705	0.9
2015-10-15	2016	0.5793681691834104	0.33957537406947286	0.13157894736842105	0.31672232849268295	0.720862485720705	0.9
2015-10-16	2016	0.5793681691834104	0.3421874317875661	0.13157894736842105	0.31672232849268295	0.720862485720705	0.9
2015-10-17	2016	0.5827473167541777	0.3469544764247422	0.13157894736842105	0.31672232849268295	0.7307259506517196	0.9
2015-10-18	2016	0.586126464324945	0.3517215210619183	0.13157894736842105	0.31672232849268295	0.7405894155827342	0.9
2015-10-19	2016	0.5895056118957123	0.3564885656990944	0.13157894736842105	0.31672232849268295	0.7504528805137488	0.9
2015-10-20	2016	0.5928847594664797	0.36125561033627046	0.13157894736842105	0.31672232849268295	0.7603163454447638	0.9
2015-10-21	2016	0.596263907037247	0.3681776418925294	0.13157894736842105	0.31672232849268295	0.7701798103757783	0.9
2015-10-22	2016	0.5996430546080143	0.37509967344878836	0.13157894736842105	0.31672232849268295	0.780043275306793	0.9
2015-10-23	2016	0.6030222021787816	0.3820217050050473	0.13157894736842105	0.31672232849268295	0.7899067402378076	0.9
2015-10-24	2016	0.6064013497495488	0.3889437365613062	0.13157894736842105	0.31672232849268295	0.7997702051688222	0.9
2015-10-25	2016	0.6097804973203161	0.398020755036648	0.13157894736842105	0.31672232849268295	0.8096336700998368	0.9
2015-10-26	2016	0.6131596448910834	0.4070977735119898	0.13157894736842105	0.31672232849268295	0.8194971350308514	0.9
2015-10-27	2016	0.6165387924618507	0.41617479198733154	0.13157894736842105	0.31672232849268295	0.8293605999618661	0.9
2015-10-28	2016	0.619917940032618	0.42525181046267335	0.14280194996051368	0.31672232849268295	0.8392240648928807	0.9
2015-10-29	2016	0.6232970876033854	0.43734102280992054	0.15870880831215473	0.31672232849268295	0.8490875298238956	0.9
2015-10-30	2016	0.6266762351741527	0.4494302351571678	0.17461566666379585	0.31672232849268295	0.8589509947549102	0.9
2015-10-31	2016	0.63005538274492	0.461519447504415	0.19052252501543687	0.31672232849268295	0.8688144596859249	0.9
2015-11-01	2016	0.6334345303156873	0.4736086598516622	0.20642938336707792	0.31672232849268295	0.8786779246169394	0.9
2015-11-02	2016	0.6362062976879611	0.4950874087413979	0.2346908950640986	0.31672232849268295	0.8867684947091906	0.9
2015-11-03	2016	0.6389780650602349	0.5165661576311337	0.26295240676111936	0.31672232849268295	0.8948590648014418	0.9
2015-11-04	2016	0.6417498324325087	0.5380449065208693	0.29121391845814	0.31672232849268295	0.9029496348936931	0.9
2015-11-05	2016	0.6445215998047825	0.5595236554106051	0.3194754301551607	0.31672232849268295	0.9110402049859443	0.9
2015-11-06	2016	0.6472933671770563	0.5759001269556856	0.3410234190302666	0.31672232849268295	0.9191307750781955	0.9
2015-11-07	2016	0.6500651345493301	0.5922765985007661	0.36257140790537257	0.31672232849268295	0.9272213451704466	0.9
2015-11-08	2016	0.6528369019216039	0.6086530700458466	0.38411939678047846	0.31672232849268295	0.9353119152626979	0.9
2015-11-09	2016	0.6556086692938778	0.625029541590927	0.40566738565558436	0.31672232849268295	0.9434024853549494	0.9
2015-11-10	2016	0.6583804366661516	0.6440135527739033	0.4306463477384478	0.31672232849268295	0.9514930554472006	0.9
2015-11-11	2016	0.6611522040384255	0.6629975639568795	0.4556253098213112	0.31672232849268295	0.9595836255394519	0.9
2015-11-12	2016	0.6639239714106993	0.6819815751398556	0.4806042719041745	0.31672232849268295	0.9676741956317031	0.9
2015-11-13	2016	0.6666957387829731	0.7009655863228318	0.505583233987038	0.31672232849268295	0.9757647657239542	0.9
2015-11-14	2016	0.6694675061552469	0.7154937561827119	0.5246992469605645	0.31672232849268295	0.9838553358162054	0.9
2015-11-15	2016	0.6722392735275207	0.7300219260425922	0.5438152599340911	0.31672232849268295	0.9919459059084567	0.9
2015-11-16	2016	0.6750110408997945	0.7445500959024725	0.5629312729076178	0.31672232849268295	1.0	0.9
